date,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,label
2020-10-23 00:17:08,5436182.5,11.875,217,376,63.729168,17487,59.900776,37493,216.5,375,60.90625,11791,5855,0.894531,7.714844,43.75,217.25,376.25,63.0625,12398,5729,0.90625,7.226563,43.652344,217.25,376.75,67.21875,13304,5903,0.910156,7.714844,38.867188,0
2020-10-23 00:18:08,5436802,11.875,217.25,376.75,63.791668,17719,59.919464,37509,216.75,375.75,61.125,11799,5920,0.890625,7.714844,43.945313,217.5,377,62.9375,12370,5820,0.902344,7.226563,43.847656,217.5,377.5,67.3125,13340,5979,0.910156,7.519531,38.964844,0
2020-10-23 00:19:08,5437411,11.875,216.666672,375.583344,63.927082,17723,59.882137,37490,216.25,374.5,61.34375,11835,5939,0.890625,7.617188,43.945313,216.75,376,63.0625,12330,5825,0.902344,7.128906,44.140625,217,376.25,67.375,13325,5959,0.910156,7.421875,39.160156,0
2020-10-23 00:20:08,5438030.5,11.25,217.416672,376.916656,63.760418,17824,59.900784,37473,216.75,375.75,61.375,11848,6016,0.890625,7.714844,44.335938,217.75,377.25,62.625,12277,5844,0.902344,7.226563,44.628906,217.75,377.75,67.28125,13348,5964,0.910156,7.519531,39.35547,0
2020-10-23 00:21:08,5438650,11.875,217.583328,377.333344,63.625,17734,59.938175,37465,217,376.25,60.875,11793,5927,0.890625,7.8125,44.23828,217.75,377.75,62.90625,12387,5810,0.902344,7.226563,44.53125,218,378,67.09375,13285,5997,0.910156,7.519531,39.257813,0
2020-10-23 00:22:08,5439238,11.25,219.333328,380.25,63.020832,17679,59.92882,37427,218.75,379,60.5,11808,5975,0.890625,7.8125,43.945313,219.5,380.75,61.78125,12242,5766,0.902344,7.324219,44.23828,219.75,381,66.78125,13377,5938,0.910156,7.519531,38.867188,0
2020-10-23 00:23:08,5439857.5,11.875,218.916672,379.416656,63.364582,17526,59.92882,36577,218.5,378.5,60.8125,11787,6003,0.890625,7.714844,44.23828,219,379.75,62.4375,12289,5865,0.902344,7.226563,44.628906,219.25,380,66.84375,12501,5658,0.910156,7.519531,39.0625,0
2020-10-23 00:24:08,5440477,11.875,218.833328,379.166656,62.96875,17545,59.882103,37009,218.5,378.25,60.46875,11820,5991,0.890625,7.8125,44.23828,219,379.5,61.8125,12249,5800,0.902344,7.128906,44.628906,219,379.75,66.625,12940,5754,0.910156,7.421875,39.0625,0
2020-10-23 00:25:08,5441096.5,11.25,218.666672,379,63.083332,17597,59.891422,37365,218.25,377.75,60.59375,11805,5939,0.890625,7.8125,43.945313,218.75,379.5,61.90625,12233,5775,0.902344,7.226563,44.433594,219,379.75,66.75,13327,5883,0.914063,7.421875,38.867188,0
2020-10-23 00:26:08,5441716,11.875,220.666672,382.25,62.145832,17200,59.91011,37365,220.25,381,59.96875,11832,5838,0.894531,7.910156,42.871094,220.5,382.75,60.8125,12147,5645,0.90625,7.421875,43.847656,221.25,383,65.65625,13386,5717,0.917969,7.519531,37.695313,0
